ID;WAARDELIJSTID;CODE;WAARDE;VANAF;TOT;TOELICHTING
268;4;1247;Stampersgat;2008-07-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1247
269;4;1248;Oud Gastel;2008-07-03;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1248
270;4;1249;Bosschenhoofd;2016-10-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1249
271;4;1250;Hoeven;2016-10-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1250
272;4;1251;Baarland;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1251
273;4;1252;Borssele;2015-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1252
274;4;1253;Driewegen;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1253
275;4;1254;Ellewoutsdijk;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1254
276;4;1255;Heinkenszand;2015-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1255
277;4;1256;Hoedekenskerke;2015-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1256
278;4;1257;Kwadendamme;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1257
279;4;1258;Lewedorp;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1258
280;4;1259;Nieuwdorp;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1259
281;4;1260;Nisse;2015-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1260
282;4;1261;Oudelande;2015-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1261
283;4;1262;Ovezande;2015-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1262
284;4;1263;'s-Gravenpolder;2015-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1263
285;4;1264;'s-Heer Abtskerke;2015-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1264
286;4;1265;'s-Heerenhoek;2015-03-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1265
287;4;1266;Haren Gn;2008-03-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1266
288;4;1267;Glimmen;2008-03-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1267
289;4;1268;Noordlaren;2008-03-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1268
290;4;1269;Onnen;2008-03-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1269
291;4;1270;Almere;2009-09-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1270
292;4;1271;Emmeloord;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1271
293;4;1272;Bant;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1272
294;4;1273;Luttelgeest;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1273
295;4;1274;Marknesse;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1274
296;4;1275;Kraggenburg;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1275
297;4;1276;Ens;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1276
298;4;1277;Schokland;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1277
299;4;1278;Nagele;2017-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1278
300;4;1279;Tollebeek;2017-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1279
301;4;1280;Espel;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1280
302;4;1281;Creil;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1281
303;4;1282;Rutten;2009-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1282
304;4;1283;Albergen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1283
305;4;1284;Fleringen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1284
306;4;1285;Geesteren;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1285
307;4;1286;Haarle;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1286
308;4;1287;Harbrinkhoek;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1287
309;4;1288;Hezingen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1288
310;4;1289;Langeveen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1289
311;4;1290;Mander;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1290
312;4;1291;Manderveen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1291
313;4;1292;Mariaparochie;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1292
314;4;1293;Reutum;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1293
315;4;1294;Tubbergen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1294
316;4;1295;Vasse;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1295
317;4;1296;Arnhem;2008-05-26;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1296
318;4;1297;Zevenaar;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1297
319;4;1298;Babberich;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1298
320;4;1299;Angerlo;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1299
321;4;1300;Giesbeek;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1300
322;4;1301;Lathum;2008-04-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1301
323;4;1302;Wijk bij Duurstede;2015-10-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1302
324;4;1303;Langbroek;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1303
325;4;1304;Cothen;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1304
326;4;1305;Zandvoort;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1305
327;4;1306;Bentveld;2008-01-08;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1306
328;4;1307;Hilvarenbeek;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1307
329;4;1308;Diessen;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1308
330;4;1309;Biest-Houtakker;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1309
331;4;1310;Haghorst;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1310
332;4;1311;Esbeek;2006-07-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1311
333;4;1312;Heerlen;2010-10-12;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1312
334;4;1313;Hoensbroek;2010-10-12;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1313
335;4;1314;Heeze;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1314
336;4;1315;Leende;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1315
337;4;1316;Sterksel;2009-09-29;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1316
338;4;1317;Willemstad;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1317
339;4;1318;Heijningen;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1318
340;4;1319;Klundert;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1319
341;4;1320;Oudemolen;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1320
342;4;1321;Fijnaart;2008-03-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1321
343;4;1322;Moerdijk;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1322
344;4;1323;Zevenbergen;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1323
345;4;1324;Standdaarbuiten;2008-03-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1324
346;4;1325;Noordhoek;2008-03-04;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1325
347;4;1326;Langeweg;2017-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1326
348;4;1327;Zevenbergschen Hoek;2012-04-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1327
349;4;1328;Landsmeer;2009-01-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1328
350;4;1329;Den Ilp;2009-01-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1329
351;4;1330;Purmerland;2009-01-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1330
352;4;1331;Bussum;2007-11-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1331
353;4;1332;Abcoude;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1332
354;4;1333;Baambrugge;2012-02-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1333
355;4;1334;Almen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1334
356;4;1335;Barchem;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1335
357;4;1336;Eefde;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1336
358;4;1337;Epse;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1337
359;4;1338;Gorssel;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1338
360;4;1339;Harfsen;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1339
361;4;1340;Joppe;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1340
362;4;1341;Kring van Dorth;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1341
363;4;1342;Laren;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1342
364;4;1343;Lochem;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1343
365;4;1344;Epe;2008-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1344
366;4;1345;Vaassen;2008-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1345
367;4;1346;Emst;2008-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1346
368;4;1347;Oene;2008-06-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1347
369;4;1348;Froombosch;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1348
370;4;1349;Harkstede;2017-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1349
371;4;1350;Hellum;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1350
372;4;1351;Kolham;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1351
373;4;1352;Lageland;2017-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1352
374;4;1353;Luddeweer;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1353
375;4;1354;Overschild;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1354
376;4;1355;Scharmer;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1355
377;4;1356;Schildwolde;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1356
378;4;1357;Siddeburen;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1357
379;4;1358;Slochteren;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1358
380;4;1359;Steendam;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1359
381;4;1360;Tjuchem;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1360
382;4;1361;Woudbloem;2007-07-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1361
383;4;1362;Tzum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1362
384;4;1363;Hitzum;2012-07-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1363
385;4;1364;Achlum;2012-07-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1364
386;4;1365;Herbaijum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1365
387;4;1366;Franeker;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1366
388;4;1367;Zweins;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1367
389;4;1368;Peins;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1368
390;4;1369;Schalsum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1369
391;4;1370;Ried;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1370
392;4;1371;Boer;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1371
393;4;1372;Dongjum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1372
394;4;1373;Sexbierum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1373
395;4;1374;Pietersbierum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1374
396;4;1375;Oosterbierum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1375
397;4;1376;Klooster Lidlum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1376
398;4;1377;Tzummarum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1377
399;4;1378;Firdgum;2007-11-20;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1378
400;4;1379;Olst;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1379
401;4;1380;Wijhe;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1380
402;4;1381;Wesepe;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1381
403;4;1382;Welsum;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1382
404;4;1383;Marle;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1383
405;4;1384;Veldhoven;2017-01-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1384
406;4;1385;Abbenbroek;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1385
407;4;1386;Geervliet;2014-09-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1386
408;4;1387;Heenvliet;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1387
409;4;1388;Oudenhoorn;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1388
410;4;1389;Simonshaven;2014-09-02;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1389
411;4;1390;Zuidland;2008-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1390
412;4;1392;Breukelen;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1392
413;4;1393;Kockengen;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1393
414;4;1394;Nieuwer Ter Aa;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1394
415;4;1395;Zutphen;2007-11-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1395
416;4;1396;Warnsveld;2007-11-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1396
417;4;1397;Oude Pekela;2008-02-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1397
418;4;1398;Nieuwe Pekela;2008-02-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1398
419;4;1399;Rhenen;2008-02-12;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1399
420;4;1400;Elst Ut;2008-02-12;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1400
421;4;1401;De Heen;2016-08-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1401
422;4;1402;Dinteloord;2008-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1402
423;4;1403;Kruisland;2008-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1403
424;4;1404;Nieuw-Vossemeer;2008-03-27;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1404
425;4;1405;Steenbergen;2016-08-30;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1405
426;4;1406;Maastricht;2007-09-18;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1406
427;4;1407;Agelo;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1407
428;4;1408;Denekamp;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1408
429;4;1409;Deurningen;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1409
430;4;1410;Lattrop-Breklenkamp;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1410
431;4;1411;Nutter;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1411
432;4;1412;Ootmarsum;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1412
433;4;1413;Oud Ootmarsum;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1413
434;4;1414;Rossum;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1414
435;4;1415;Saasveld;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1415
436;4;1416;Tilligte;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1416
437;4;1417;Weerselo;2008-02-05;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1417
438;4;1419;Finsterwolde;2008-01-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1419
439;4;1420;Bad Nieuweschans;2009-04-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1420
440;4;1421;Nieuw Beerta;2008-01-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1421
441;4;1422;Drieborg;2008-01-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1422
442;4;1423;Oudezijl;2008-01-23;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1423
443;4;1425;Biezenmortel;2008-04-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1425
444;4;1426;Esch;2010-08-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1426
445;4;1427;Haaren;2010-08-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1427
446;4;1428;Helvoirt;2008-04-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1428
447;4;1429;Vaals;2008-05-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1429
448;4;1430;Lemiers;2008-05-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1430
449;4;1431;Vijlen;2008-05-22;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1431
450;4;1432;Arkel;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1432
451;4;1433;Giessenburg;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1433
452;4;1434;Hoogblokland;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1434
453;4;1435;Hoornaar;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1435
454;4;1436;Noordeloos;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1436
455;4;1437;Schelluinen;2008-03-13;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1437
456;4;1438;Ambt Delden;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1438
457;4;1439;Bentelo;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1439
458;4;1440;Delden;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1440
459;4;1441;Diepenheim;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1441
460;4;1442;Goor;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1442
461;4;1443;Hengevelde;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1443
462;4;1444;Markelo;2009-03-11;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1444
463;4;1445;Aarle-Rixtel;2009-07-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1445
464;4;1446;Beek en Donk;2009-07-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1446
465;4;1447;Lieshout;2009-07-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1447
466;4;1448;Mariahout;2009-07-16;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1448
467;4;1449;Beers NB;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1449
468;4;1450;Cuijk;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1450
469;4;1451;Haps;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1451
470;4;1452;Katwijk NB;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1452
471;4;1453;Linden;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1453
472;4;1454;Sint Agatha;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1454
473;4;1455;Vianen NB;2008-06-10;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1455
474;4;1456;Best;2013-03-15;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1456
475;4;1457;Bergeijk;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1457
476;4;1458;Luyksgestel;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1458
477;4;1459;Riethoven;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1459
478;4;1460;Westerhoven;2008-03-25;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1460
479;4;1461;Bunde;2008-07-01;;http://bag.basisregistraties.overheid.nl/bag/id/woonplaats/1461
